User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Device
2315,Basic,12,2022-11-07,2023-07-10,Italy,35,Laptop
1647,Basic,11,2022-07-06,2023-07-05,Canada,39,Laptop
1060,Premium,10,2022-11-08,2023-07-02,UnitedStates,50,Laptop
2296,Premium,10,2022-09-06,2023-07-13,France,37,Smartphone
476,Premium,14,2022-08-18,2023-06-26,France,31,Laptop
2321,Basic,12,2022-11-11,2023-07-09,UnitedStates,38,SmartTV
509,Premium,10,2022-10-21,2023-06-28,Australia,40,Smartphone
67,Basic,10,2022-09-18,2023-06-25,Brazil,47,SmartTV
1708,Standard,13,2022-07-25,2023-07-07,UnitedKingdom,35,Smartphone
54,Standard,12,2022-06-30,2023-06-26,Australia,29,Smartphone
1719,Premium,12,2022-06-29,2023-07-06,Canada,46,Laptop
1477,Basic,13,2022-11-03,2023-07-05,Spain,42,SmartTV
1693,Standard,13,2022-11-03,2023-07-07,UnitedKingdom,41,Tablet
1579,Standard,11,2022-06-27,2023-07-04,Spain,40,SmartTV
240,Standard,13,2022-06-27,2023-06-26,Italy,38,Smartphone
500,Basic,15,2022-11-22,2023-06-30,Italy,38,Laptop
2129,Premium,14,2022-08-05,2023-07-09,Australia,29,Laptop
583,Standard,15,2022-07-17,2023-06-28,UnitedKingdom,38,Tablet
1785,Basic,13,2022-07-13,2023-07-07,Germany,50,Tablet
1191,Premium,12,2022-10-13,2023-07-01,Spain,27,Smartphone
1361,Basic,12,2022-07-02,2023-07-02,UnitedStates,41,Laptop
2176,Basic,13,2022-11-07,2023-07-10,France,46,Tablet
409,Standard,14,2022-09-15,2023-06-25,Spain,37,Smartphone
1026,Premium,10,2022-06-26,2023-07-01,Spain,46,Laptop
981,Premium,10,2022-10-09,2023-06-30,Spain,28,SmartTV
1197,Basic,14,2022-10-25,2023-07-03,Canada,35,SmartTV
133,Standard,13,2022-06-24,2023-06-26,UnitedKingdom,47,SmartTV
5,Basic,10,2023-05-01,2023-06-28,Germany,33,Smartphone
356,Premium,11,2022-10-14,2023-06-30,France,38,SmartTV
478,Standard,10,2022-09-08,2023-06-27,Mexico,32,Laptop
618,Standard,10,2022-09-06,2023-06-28,Mexico,28,SmartTV
1561,Premium,14,2022-09-12,2023-07-06,France,41,Laptop
1812,Premium,11,2022-09-26,2023-07-08,Canada,50,Smartphone
2205,Basic,12,2022-07-23,2023-07-09,Germany,27,SmartTV
955,Basic,15,2022-06-20,2023-07-02,UnitedStates,36,Laptop
952,Basic,10,2022-06-16,2023-07-01,Spain,49,Tablet
1925,Basic,10,2022-07-14,2023-07-08,Italy,37,SmartTV
1087,Basic,11,2022-06-26,2023-07-03,Spain,51,Tablet
2300,Basic,13,2022-09-28,2023-07-12,Italy,42,Tablet
2426,Premium,15,2022-07-23,2023-07-12,UnitedStates,51,Smartphone
2273,Standard,15,2022-07-27,2023-07-11,UnitedStates,47,Smartphone
1187,Basic,14,2022-10-09,2023-07-01,Brazil,47,SmartTV
326,Premium,11,2022-06-11,2023-06-27,France,30,Smartphone
2405,Basic,12,2022-09-06,2023-07-11,Italy,32,SmartTV
1010,Basic,12,2022-07-01,2023-07-03,Italy,36,Tablet
1045,Basic,13,2022-10-04,2023-07-01,UnitedStates,27,Tablet
1945,Basic,14,2022-08-29,2023-07-07,UnitedStates,39,SmartTV
574,Premium,14,2022-10-26,2023-06-29,Spain,36,Smartphone
2131,Premium,11,2022-07-28,2023-07-09,France,35,Laptop
425,Basic,13,2022-10-04,2023-06-27,Germany,38,Tablet
1922,Basic,13,2022-07-18,2023-07-10,Brazil,28,Tablet
87,Premium,15,2021-12-28,2023-06-23,Brazil,45,SmartTV
837,Premium,12,2022-10-06,2023-06-29,Canada,46,SmartTV
2140,Basic,14,2022-07-13,2023-07-10,UnitedStates,51,Tablet
1742,Basic,13,2022-09-29,2023-07-07,Brazil,27,Laptop
1532,Basic,13,2022-09-26,2023-07-07,Brazil,44,Tablet
751,Basic,14,2022-07-18,2023-06-29,France,45,Laptop
2231,Premium,10,2022-10-02,2023-07-09,UnitedStates,47,Smartphone
1904,Premium,15,2022-11-03,2023-07-08,Australia,36,Smartphone
2279,Premium,10,2022-07-14,2023-07-10,Australia,40,SmartTV
1315,Basic,11,2022-08-20,2023-07-03,UnitedStates,42,Smartphone
1969,Premium,11,2022-11-07,2023-07-09,Spain,31,Smartphone
834,Standard,14,2022-09-26,2023-07-03,Canada,34,SmartTV
72,Basic,10,2022-10-11,2023-06-22,Canada,31,Smartphone
533,Basic,14,2022-06-04,2023-06-27,UnitedStates,38,Smartphone
2059,Standard,14,2022-08-06,2023-07-09,Spain,31,Laptop
311,Basic,15,2022-06-07,2023-06-27,UnitedStates,29,Smartphone
149,Premium,13,2022-11-17,2023-06-27,Spain,46,SmartTV
982,Standard,12,2022-10-10,2023-07-02,Spain,42,SmartTV
1252,Basic,11,2022-09-15,2023-07-05,Spain,51,Laptop
1620,Basic,11,2022-11-05,2023-07-07,Germany,38,Smartphone
1275,Basic,11,2022-10-25,2023-07-03,Germany,40,Smartphone
2256,Premium,15,2022-10-29,2023-07-11,Spain,41,Laptop
1202,Premium,15,2022-11-06,2023-07-03,Brazil,27,SmartTV
120,Basic,10,2022-10-18,2023-06-25,Italy,30,SmartTV
2230,Basic,12,2022-09-26,2023-07-12,UnitedStates,33,Laptop
1061,Basic,15,2022-11-09,2023-07-01,UnitedStates,30,Tablet
774,Standard,15,2022-10-03,2023-07-02,Canada,49,Smartphone
2375,Basic,13,2022-10-18,2023-07-10,Italy,42,Laptop
1965,Standard,12,2022-11-02,2023-07-09,Germany,44,Tablet
1164,Premium,15,2022-06-23,2023-07-02,Canada,39,SmartTV
1821,Premium,12,2022-10-22,2023-07-08,Spain,30,Smartphone
104,Premium,10,2022-06-08,2023-06-25,Australia,38,Laptop
795,Basic,11,2022-08-03,2023-07-01,Germany,47,Smartphone
688,Standard,10,2022-09-03,2023-06-28,UnitedKingdom,42,Smartphone
1355,Basic,12,2022-07-24,2023-07-04,Italy,30,Tablet
2143,Standard,12,2022-07-14,2023-07-08,UnitedKingdom,46,Smartphone
959,Premium,14,2022-07-04,2023-07-02,Australia,35,Laptop
1751,Premium,14,2022-10-23,2023-07-07,UnitedStates,43,Tablet
554,Premium,12,2022-08-29,2023-06-29,Australia,37,Smartphone
183,Standard,15,2022-05-26,2023-06-26,UnitedKingdom,36,Tablet
1431,Premium,10,2022-07-05,2023-07-02,Spain,46,Laptop
499,Premium,10,2022-11-18,2023-06-26,Spain,28,Laptop
2342,Basic,11,2022-07-30,2023-07-12,Brazil,38,SmartTV
2353,Standard,15,2022-07-18,2023-07-10,UnitedKingdom,30,Laptop
94,Premium,12,2022-03-19,2023-06-25,Australia,44,Smartphone
1233,Standard,13,2022-06-23,2023-07-03,Mexico,41,Smartphone
1318,Standard,11,2022-09-04,2023-07-05,UnitedKingdom,42,Smartphone
1535,Basic,12,2022-10-06,2023-07-05,Italy,31,SmartTV
1114,Standard,15,2022-10-01,2023-07-03,Spain,50,SmartTV
1692,Basic,12,2022-11-05,2023-07-06,Canada,41,Tablet
1253,Standard,11,2022-09-27,2023-07-02,UnitedStates,48,Laptop
763,Standard,10,2022-09-15,2023-06-29,UnitedKingdom,35,Laptop
1343,Standard,10,2022-11-01,2023-07-05,UnitedStates,36,Tablet
2370,Basic,11,2022-09-29,2023-07-12,Germany,31,Laptop
2167,Basic,11,2022-10-18,2023-07-11,Spain,33,Laptop
2470,Basic,13,2022-10-20,2023-07-13,UnitedStates,50,Tablet
557,Basic,15,2022-10-05,2023-06-29,Brazil,37,Smartphone
2139,Premium,14,2022-07-12,2023-07-08,Canada,34,Smartphone
666,Premium,15,2022-06-26,2023-06-29,Spain,34,Tablet
1938,Standard,10,2022-07-18,2023-07-08,Mexico,45,Smartphone
10,Premium,15,2023-01-07,2023-06-22,Italy,44,SmartTV
2210,Basic,11,2022-07-13,2023-07-11,Italy,27,Smartphone
2469,Premium,12,2022-10-24,2023-07-11,Canada,36,Laptop
1926,Premium,11,2022-07-06,2023-07-10,Spain,28,Tablet
663,Standard,11,2022-06-13,2023-06-29,Mexico,36,Tablet
2259,Standard,11,2022-10-12,2023-07-10,Canada,32,Laptop
818,Standard,13,2022-06-30,2023-06-28,UnitedStates,40,Tablet
1085,Basic,10,2022-06-29,2023-06-30,Italy,33,Smartphone
1833,Standard,12,2022-11-06,2023-07-08,Mexico,36,Smartphone
2087,Basic,13,2022-09-11,2023-07-09,Brazil,50,Tablet
233,Basic,15,2022-07-07,2023-06-26,UnitedKingdom,50,SmartTV
2026,Basic,15,2022-10-13,2023-07-09,France,39,SmartTV
750,Basic,13,2022-07-09,2023-06-29,Germany,47,SmartTV
2009,Premium,10,2022-07-31,2023-07-09,Australia,41,Laptop
2288,Standard,13,2022-08-02,2023-07-13,UnitedStates,50,Smartphone
254,Premium,12,2022-05-20,2023-06-27,Australia,48,SmartTV
2421,Premium,10,2022-07-16,2023-07-11,Spain,34,SmartTV
866,Premium,10,2022-08-05,2023-07-01,UnitedStates,41,SmartTV
2389,Standard,12,2022-11-11,2023-07-12,Spain,36,SmartTV
275,Basic,15,2022-08-06,2023-06-25,Germany,34,Laptop
1288,Standard,11,2022-07-12,2023-07-03,UnitedKingdom,39,Smartphone
865,Basic,15,2022-08-04,2023-07-01,UnitedStates,36,Smartphone
1327,Basic,12,2022-10-07,2023-07-02,Spain,48,Laptop
1354,Standard,13,2022-08-12,2023-07-04,Spain,29,Tablet
627,Basic,11,2022-09-29,2023-06-29,Canada,43,SmartTV
1003,Standard,13,2022-08-11,2023-07-01,UnitedKingdom,46,SmartTV
1175,Basic,12,2022-08-23,2023-07-02,Italy,41,Laptop
1041,Premium,13,2022-09-06,2023-07-01,Spain,37,Laptop
298,Standard,14,2022-11-03,2023-06-27,Mexico,41,Tablet
2150,Basic,12,2022-08-06,2023-07-11,Italy,46,Tablet
1413,Standard,13,2022-11-02,2023-07-05,Mexico,47,Smartphone
1325,Basic,15,2022-10-03,2023-07-04,Italy,34,Smartphone
2093,Standard,10,2022-10-10,2023-07-11,UnitedStates,34,SmartTV
1460,Basic,14,2022-09-12,2023-07-05,Italy,45,SmartTV
2012,Basic,15,2022-08-18,2023-07-10,Brazil,48,SmartTV
2493,Standard,11,2022-07-20,2023-07-11,Mexico,33,SmartTV
2091,Premium,13,2022-10-05,2023-07-09,Spain,42,Smartphone
1395,Basic,11,2022-10-05,2023-07-04,Germany,50,Tablet
786,Premium,13,2022-10-24,2023-06-30,Spain,32,SmartTV
1513,Standard,12,2022-06-29,2023-07-06,UnitedKingdom,41,Smartphone
1933,Standard,14,2022-07-09,2023-07-07,UnitedKingdom,32,SmartTV
262,Basic,12,2022-07-13,2023-06-26,Canada,28,Tablet
2001,Premium,10,2022-07-09,2023-07-08,Spain,41,SmartTV
2235,Basic,15,2022-10-15,2023-07-09,Germany,38,Laptop
718,Standard,14,2022-09-30,2023-06-30,UnitedKingdom,27,Tablet
1721,Basic,12,2022-06-29,2023-07-06,UnitedStates,34,Tablet
657,Basic,14,2022-08-03,2023-06-29,Canada,34,SmartTV
839,Basic,13,2022-10-06,2023-06-30,Australia,35,Laptop
1604,Premium,10,2022-09-30,2023-07-06,Australia,32,Smartphone
2105,Basic,11,2022-11-04,2023-07-10,Italy,36,Smartphone
1155,Basic,10,2022-06-30,2023-06-30,Germany,49,Laptop
136,Premium,12,2022-09-13,2023-06-26,France,41,SmartTV
85,Premium,10,2023-04-06,2023-06-27,Germany,37,Laptop
525,Basic,14,2022-06-04,2023-06-27,Germany,44,Tablet
383,Basic,10,2022-06-01,2023-06-27,UnitedKingdom,49,SmartTV
2450,Basic,13,2022-10-29,2023-07-13,Italy,47,Smartphone
683,Basic,13,2022-08-03,2023-06-29,UnitedStates,39,Smartphone
1837,Basic,13,2022-10-15,2023-07-09,Spain,28,Smartphone
2064,Premium,11,2022-07-22,2023-07-11,Canada,37,Tablet
2377,Basic,14,2022-10-20,2023-07-12,Spain,50,Tablet
1093,Standard,12,2022-06-20,2023-07-02,UnitedKingdom,36,Smartphone
1149,Standard,13,2022-07-09,2023-07-03,Canada,48,Tablet
976,Basic,15,2022-10-05,2023-07-03,France,39,Laptop
1424,Premium,14,2022-08-09,2023-07-04,Australia,38,Laptop
1814,Basic,10,2022-10-07,2023-07-10,Australia,33,Smartphone
1336,Premium,12,2022-10-28,2023-07-04,France,45,Tablet
1255,Basic,10,2022-10-02,2023-07-04,UnitedStates,50,SmartTV
1553,Standard,12,2022-11-03,2023-07-06,UnitedStates,39,Tablet
706,Premium,12,2022-10-24,2023-07-01,France,46,Smartphone
1831,Premium,14,2022-11-05,2023-07-05,France,43,Laptop
2500,Basic,15,2022-08-13,2023-07-12,UnitedStates,35,SmartTV
1438,Standard,10,2022-06-28,2023-07-05,UnitedKingdom,45,Smartphone
1335,Basic,12,2022-10-24,2023-07-06,Germany,36,Tablet
336,Premium,12,2022-09-02,2023-06-26,France,35,Laptop
1540,Basic,12,2022-10-16,2023-07-06,UnitedStates,42,Laptop
452,Premium,12,2022-06-16,2023-06-26,Canada,42,Laptop
1348,Standard,13,2022-09-14,2023-07-05,UnitedKingdom,34,Laptop
1706,Premium,15,2022-07-29,2023-07-07,UnitedStates,47,Laptop
1779,Standard,15,2022-07-28,2023-07-06,Canada,43,Smartphone
2280,Basic,13,2022-07-13,2023-07-12,Germany,38,SmartTV
1727,Premium,13,2022-07-23,2023-07-06,Brazil,40,Smartphone
371,Basic,11,2022-09-30,2023-06-25,UnitedStates,47,Tablet
2393,Standard,12,2022-11-07,2023-07-11,UnitedStates,51,Tablet
1987,Basic,12,2022-08-07,2023-07-08,Spain,31,SmartTV
2015,Basic,12,2022-09-05,2023-07-07,Italy,27,Smartphone
1948,Standard,11,2022-09-16,2023-07-09,UnitedKingdom,39,Laptop
1562,Basic,12,2022-08-29,2023-07-05,Brazil,27,Smartphone
862,Basic,14,2022-08-12,2023-07-01,Spain,47,Smartphone
1051,Basic,11,2022-10-10,2023-06-30,France,46,Laptop
1849,Premium,11,2022-07-29,2023-07-07,Spain,33,Smartphone
1433,Basic,10,2022-07-03,2023-07-05,UnitedStates,30,Tablet
1388,Standard,15,2022-09-03,2023-07-05,UnitedStates,30,Smartphone
438,Standard,12,2022-10-24,2023-06-28,Mexico,35,SmartTV
1656,Premium,10,2022-07-10,2023-07-07,Spain,30,Smartphone
301,Basic,10,2022-09-27,2023-06-24,UnitedStates,36,Laptop
993,Standard,14,2022-11-08,2023-07-03,Mexico,33,Laptop
2040,Standard,15,2022-11-08,2023-07-08,Germany,51,Laptop
2358,Standard,15,2022-08-04,2023-07-14,Mexico,48,Smartphone
2078,Standard,15,2022-07-23,2023-07-10,UnitedStates,34,Laptop
973,Standard,12,2022-09-17,2023-07-01,UnitedKingdom,36,Smartphone
2459,Premium,12,2022-11-12,2023-07-12,Australia,30,SmartTV
1920,Basic,11,2022-08-04,2023-07-08,Germany,38,Laptop
1666,Premium,11,2022-08-28,2023-07-07,France,28,Laptop
587,Basic,14,2022-08-07,2023-06-28,Brazil,39,SmartTV
1726,Basic,14,2022-07-20,2023-07-09,France,48,Laptop
1775,Basic,15,2022-08-14,2023-07-07,Italy,45,Tablet
431,Premium,15,2022-12-04,2023-06-28,UnitedStates,28,SmartTV
2371,Premium,15,2022-10-03,2023-07-10,France,29,Smartphone
419,Standard,11,2022-10-30,2023-06-27,Spain,27,Laptop
2490,Standard,10,2022-07-17,2023-07-15,Germany,35,SmartTV
2262,Premium,10,2022-09-23,2023-07-10,Canada,40,Smartphone
2282,Basic,10,2022-07-15,2023-07-11,Brazil,40,Smartphone
863,Standard,12,2022-08-10,2023-06-30,UnitedStates,35,Laptop
1886,Basic,12,2022-10-11,2023-07-08,UnitedStates,38,SmartTV
1748,Standard,15,2022-10-14,2023-07-10,UnitedStates,48,Smartphone
343,Standard,13,2022-08-06,2023-06-25,UnitedKingdom,46,SmartTV
4,Standard,12,2022-07-10,2023-06-26,Australia,51,Laptop
501,Premium,14,2022-11-22,2023-06-28,Spain,43,Smartphone
513,Standard,10,2022-07-06,2023-06-28,Mexico,50,Tablet
1587,Premium,12,2022-07-18,2023-07-06,Canada,28,Tablet
2133,Standard,11,2022-07-22,2023-07-09,Mexico,38,Laptop
1776,Premium,15,2022-08-06,2023-07-08,Spain,27,SmartTV
890,Basic,10,2022-07-06,2023-06-30,Italy,44,SmartTV
2310,Basic,10,2022-10-29,2023-07-12,Germany,36,Tablet
360,Basic,15,2022-11-21,2023-06-30,Italy,43,Tablet
1576,Basic,12,2022-07-06,2023-07-08,France,29,Smartphone
1856,Premium,15,2022-07-13,2023-07-09,UnitedStates,31,Smartphone
2246,Basic,15,2022-11-08,2023-07-10,UnitedStates,37,SmartTV
2305,Basic,15,2022-10-16,2023-07-09,UnitedStates,45,Smartphone
1257,Basic,14,2022-10-05,2023-07-01,Canada,32,SmartTV
150,Basic,10,2022-12-15,2023-06-23,Italy,47,Laptop
391,Premium,13,2022-06-23,2023-06-27,UnitedStates,42,Laptop
2141,Premium,14,2022-07-13,2023-07-09,UnitedStates,47,Tablet
152,Premium,14,2022-11-23,2023-06-27,Canada,33,Tablet
672,Basic,14,2022-06-09,2023-06-30,Canada,47,Tablet
767,Basic,15,2022-10-07,2023-06-29,Brazil,39,Laptop
938,Standard,14,2022-07-15,2023-07-02,UnitedStates,46,SmartTV
989,Basic,12,2022-11-08,2023-07-01,Australia,34,Smartphone
1402,Basic,13,2022-10-21,2023-07-04,Spain,39,Laptop
1709,Premium,10,2022-07-26,2023-07-06,Australia,42,Smartphone
885,Basic,11,2022-06-18,2023-07-02,Germany,34,Tablet
1992,Basic,14,2022-07-30,2023-07-10,Canada,39,Smartphone
1465,Basic,14,2022-10-06,2023-07-04,UnitedStates,41,Laptop
1590,Standard,13,2022-08-05,2023-07-08,Germany,49,SmartTV
1928,Standard,10,2022-07-07,2023-07-11,UnitedStates,44,SmartTV
766,Premium,13,2022-09-30,2023-07-01,France,43,Smartphone
1057,Standard,14,2022-10-29,2023-07-02,Spain,42,Tablet
1286,Basic,15,2022-07-17,2023-07-04,UnitedStates,37,Laptop
664,Standard,11,2022-06-12,2023-06-30,Spain,31,SmartTV
46,Premium,15,2022-02-23,2023-06-27,France,34,Smartphone
911,Basic,13,2022-10-08,2023-06-29,UnitedStates,29,SmartTV
2436,Premium,14,2022-09-16,2023-07-13,Spain,44,SmartTV
1376,Premium,14,2022-07-03,2023-07-05,UnitedStates,29,Tablet
277,Basic,13,2022-09-12,2023-06-26,Brazil,37,Tablet
1170,Basic,11,2022-07-20,2023-07-02,Germany,33,SmartTV
793,Standard,11,2022-08-05,2023-06-30,UnitedKingdom,42,Smartphone
816,Premium,15,2022-06-18,2023-06-30,Spain,47,SmartTV
1222,Basic,15,2022-06-30,2023-07-03,Spain,33,Tablet
815,Basic,15,2022-06-13,2023-06-30,Italy,29,Smartphone
590,Basic,15,2022-07-29,2023-06-29,Italy,47,Laptop
437,Basic,13,2022-10-23,2023-06-25,Brazil,47,SmartTV
1018,Standard,13,2022-06-26,2023-07-02,UnitedKingdom,35,Tablet
1678,Standard,15,2022-10-14,2023-07-09,UnitedKingdom,48,SmartTV
2451,Premium,15,2022-10-31,2023-07-12,Spain,48,Tablet
1091,Premium,12,2022-06-20,2023-07-03,UnitedStates,46,Smartphone
693,Standard,14,2022-09-01,2023-06-29,Mexico,31,Tablet
778,Standard,13,2022-11-03,2023-07-01,UnitedKingdom,33,Tablet
1755,Basic,15,2022-10-31,2023-07-07,Germany,50,Laptop
1479,Standard,12,2022-11-06,2023-07-06,Canada,29,SmartTV
790,Basic,14,2022-08-30,2023-06-30,UnitedStates,37,Smartphone
787,Basic,12,2022-10-03,2023-06-29,Spain,49,Laptop
1681,Premium,15,2022-10-22,2023-07-07,France,27,SmartTV
89,Basic,15,2022-10-20,2023-06-26,Spain,39,Smartphone
990,Standard,15,2022-11-09,2023-07-01,Germany,35,Smartphone
34,Standard,12,2022-05-25,2023-06-26,Australia,29,Smartphone
2248,Standard,15,2022-11-10,2023-07-11,UnitedKingdom,47,Tablet
242,Basic,12,2022-06-02,2023-06-26,Canada,37,Laptop
2084,Premium,13,2022-09-01,2023-07-10,Australia,27,Smartphone
265,Basic,11,2022-08-05,2023-06-25,Germany,32,SmartTV
2339,Basic,13,2022-07-31,2023-07-11,Australia,34,Smartphone
1803,Standard,10,2022-08-18,2023-07-07,Mexico,48,SmartTV
1858,Standard,10,2022-07-03,2023-07-09,UnitedKingdom,34,SmartTV
594,Premium,12,2022-06-06,2023-06-30,Canada,38,SmartTV
2483,Basic,15,2022-07-28,2023-07-11,UnitedStates,42,Laptop
1092,Basic,15,2022-06-21,2023-07-02,Canada,41,SmartTV
161,Basic,10,2022-10-23,2023-06-24,UnitedStates,45,Tablet
2027,Premium,13,2022-10-17,2023-07-10,Brazil,42,SmartTV
2127,Basic,15,2022-08-12,2023-07-09,Canada,46,Smartphone
1569,Premium,10,2022-07-17,2023-07-06,Canada,43,Tablet
309,Standard,11,2022-08-09,2023-06-28,Spain,31,Smartphone
948,Standard,12,2022-06-26,2023-07-02,Mexico,51,Laptop
229,Standard,13,2022-11-04,2023-06-27,Spain,29,Smartphone
710,Basic,10,2022-11-10,2023-06-30,Italy,48,SmartTV
374,Premium,10,2022-06-12,2023-06-28,Australia,39,Laptop
1494,Premium,13,2022-08-04,2023-07-06,Canada,51,Smartphone
159,Standard,10,2022-12-21,2023-06-26,Spain,51,SmartTV
271,Premium,14,2022-08-20,2023-06-26,UnitedStates,41,Laptop
1228,Standard,15,2022-06-26,2023-07-03,UnitedKingdom,38,Tablet
949,Premium,14,2022-06-26,2023-06-30,Spain,40,Tablet
2374,Premium,15,2022-10-16,2023-07-12,Spain,30,Tablet
1570,Basic,13,2022-07-17,2023-07-06,UnitedStates,44,Tablet
389,Basic,14,2022-08-02,2023-06-26,Spain,45,SmartTV
2160,Basic,11,2022-09-23,2023-07-12,Germany,45,Smartphone
456,Premium,14,2022-06-04,2023-06-27,France,41,Tablet
369,Premium,12,2022-10-25,2023-06-27,Spain,46,Smartphone
1179,Standard,14,2022-09-05,2023-07-02,Canada,44,Smartphone
1735,Premium,10,2022-08-27,2023-07-06,UnitedStates,27,Smartphone
1862,Basic,13,2022-07-04,2023-07-10,Brazil,31,Tablet
855,Basic,12,2022-11-02,2023-07-01,Germany,33,Laptop
2175,Basic,11,2022-11-06,2023-07-10,Germany,30,Laptop
158,Basic,13,2022-10-19,2023-06-28,Mexico,47,Smartphone
2063,Standard,15,2022-07-22,2023-07-09,UnitedStates,35,Smartphone
1462,Basic,13,2022-09-21,2023-07-06,Spain,41,Smartphone
1548,Standard,13,2022-11-04,2023-07-06,Mexico,39,Tablet
1725,Basic,10,2022-07-08,2023-07-07,Germany,36,Smartphone
130,Basic,14,2023-01-07,2023-06-23,Italy,43,Tablet
208,Standard,15,2023-01-05,2023-06-23,Mexico,36,Tablet
2245,Basic,15,2022-11-07,2023-07-10,UnitedStates,35,SmartTV
986,Basic,15,2022-10-25,2023-07-01,UnitedStates,49,Laptop
1005,Basic,12,2022-08-10,2023-07-02,Germany,46,Laptop
843,Standard,13,2022-10-04,2023-07-01,Mexico,39,Smartphone
128,Standard,12,2022-10-06,2023-06-27,Mexico,48,Smartphone
1636,Premium,10,2022-08-16,2023-07-07,France,32,SmartTV
1889,Basic,13,2022-10-20,2023-07-07,Australia,37,Laptop
1421,Basic,15,2022-08-28,2023-07-05,UnitedStates,48,SmartTV
77,Premium,15,2022-12-25,2023-06-23,Brazil,45,Smartphone
171,Premium,11,2022-04-29,2023-06-24,UnitedStates,35,Tablet
1702,Basic,12,2022-09-02,2023-07-07,Spain,43,Smartphone
2269,Premium,15,2022-08-01,2023-07-10,Spain,33,Smartphone
443,Standard,10,2022-07-01,2023-06-27,UnitedKingdom,36,SmartTV
2100,Basic,14,2022-10-22,2023-07-10,Germany,44,SmartTV
2277,Basic,14,2022-07-14,2023-07-10,Canada,37,SmartTV
2466,Premium,12,2022-10-30,2023-07-14,Spain,34,Laptop
1094,Standard,10,2022-06-22,2023-07-02,Australia,45,Tablet
2004,Standard,12,2022-07-12,2023-07-08,Canada,48,Laptop
2274,Standard,10,2022-07-26,2023-07-13,Canada,45,Tablet
641,Premium,12,2022-11-21,2023-06-29,UnitedStates,33,Tablet
548,Standard,12,2022-09-05,2023-06-27,UnitedStates,51,Smartphone
1603,Standard,13,2022-09-24,2023-07-06,UnitedKingdom,30,Smartphone
835,Premium,12,2022-09-27,2023-06-29,UnitedStates,31,Laptop
1322,Basic,11,2022-09-16,2023-07-06,Brazil,40,Smartphone
1731,Premium,12,2022-08-13,2023-07-05,Spain,37,Tablet
964,Standard,13,2022-08-12,2023-07-03,Spain,45,SmartTV
2440,Basic,14,2022-09-29,2023-07-12,UnitedStates,50,Laptop
1664,Basic,10,2022-08-20,2023-07-08,Australia,38,Laptop
1178,Standard,12,2022-09-03,2023-07-04,UnitedStates,30,SmartTV
648,Standard,10,2022-10-17,2023-06-28,Mexico,38,Smartphone
1073,Standard,11,2022-08-13,2023-07-01,UnitedStates,31,SmartTV
82,Standard,12,2022-12-07,2023-06-28,Canada,35,Laptop
685,Premium,12,2022-08-15,2023-06-30,UnitedStates,31,Smartphone
1701,Premium,15,2022-09-09,2023-07-07,Spain,32,SmartTV
1998,Standard,14,2022-07-10,2023-07-11,Mexico,47,SmartTV
280,Basic,12,2022-11-13,2023-06-27,Italy,34,Laptop
1687,Basic,13,2022-11-03,2023-07-05,Spain,49,Smartphone
2187,Premium,15,2022-10-28,2023-07-10,Canada,44,Tablet
421,Premium,14,2022-10-16,2023-06-28,UnitedStates,33,Tablet
841,Premium,13,2022-10-06,2023-06-29,France,42,Smartphone
1537,Basic,15,2022-10-09,2023-07-06,Spain,44,Tablet
199,Premium,14,2022-10-31,2023-06-25,Spain,39,Tablet
213,Standard,12,2022-09-08,2023-06-24,UnitedKingdom,49,SmartTV
1536,Premium,15,2022-10-07,2023-07-06,Spain,31,Laptop
588,Standard,11,2022-08-07,2023-06-27,Mexico,31,Smartphone
1426,Basic,12,2022-07-16,2023-07-04,France,39,SmartTV
2080,Basic,10,2022-08-14,2023-07-11,UnitedStates,46,Laptop
160,Premium,15,2022-10-27,2023-06-25,Italy,39,Smartphone
1473,Standard,14,2022-10-23,2023-07-05,Mexico,33,Smartphone
535,Premium,15,2022-06-07,2023-06-29,UnitedStates,42,Laptop
2021,Basic,12,2022-09-25,2023-07-08,UnitedStates,50,Laptop
1386,Premium,14,2022-08-28,2023-07-06,Spain,43,SmartTV
485,Basic,14,2022-09-01,2023-06-28,Germany,28,Tablet
2276,Premium,12,2022-07-20,2023-07-11,UnitedStates,36,Smartphone
207,Basic,15,2022-09-16,2023-06-24,Brazil,45,Smartphone
191,Premium,10,2022-07-08,2023-06-25,UnitedStates,46,Laptop
1488,Standard,10,2022-09-25,2023-07-05,Mexico,51,SmartTV
2217,Basic,11,2022-07-24,2023-07-09,Canada,39,Tablet
1888,Standard,12,2022-10-15,2023-07-10,UnitedKingdom,50,Laptop
1068,Standard,15,2022-10-21,2023-07-04,Mexico,34,Tablet
1557,Basic,14,2022-09-26,2023-07-05,Canada,46,SmartTV
2062,Basic,14,2022-07-28,2023-07-10,Spain,46,Tablet
694,Premium,14,2022-09-17,2023-07-01,Spain,46,SmartTV
308,Basic,13,2022-10-27,2023-06-27,Mexico,31,SmartTV
1116,Premium,11,2022-10-06,2023-07-04,Spain,44,Laptop
1923,Standard,12,2022-07-17,2023-07-08,Mexico,48,Smartphone
463,Standard,11,2022-06-01,2023-06-26,UnitedKingdom,40,SmartTV
1953,Standard,12,2022-10-09,2023-07-09,Mexico,47,Smartphone
